"","markers","cell"
"5650","LILRB3","Monocytes"
"5651","LRRC25","Monocytes"
"5652","LST1","Monocytes"
"5653","NFAM1","Monocytes"
"5654","NOTCH2","Monocytes"
"5655","PILRA","Monocytes"
"5656","PLXDC2","Monocytes"
"5657","PRAM1","Monocytes"
"5658","PSAP","Monocytes"
"5659","PYCARD","Monocytes"
"5660","RHOG","Monocytes"
"5661","SERPINA1","Monocytes"
"5662","SLC7A7","Monocytes"
"5663","TGFBI","Monocytes"
"5664","THEMIS2","Monocytes"
"5665","TIMP2","Monocytes"
"5666","TPP1","Monocytes"
"5667","VCAN","Monocytes"
"5668","ACSL1","Neutrophils"
"5669","ALPK1","Neutrophils"
"5670","AQP9","Neutrophils"
"5671","BASP1","Neutrophils"
"5672","BCL6","Neutrophils"
"5673","CD97","Neutrophils"
"5674","CEP19","Neutrophils"
"5675","CFLAR","Neutrophils"
"5676","CSF3R","Neutrophils"
"5677","CXCR2","Neutrophils"
"5678","DENND5A","Neutrophils"
"5679","DYSF","Neutrophils"
"5680","FAM65B","Neutrophils"
"5681","FCGR2C","Neutrophils"
"5682","FPR1","Neutrophils"
"5683","GLT1D1","Neutrophils"
"5684","GPR97","Neutrophils"
"5685","IFITM2","Neutrophils"
"5686","IL17RA","Neutrophils"
"5687","KCNJ2","Neutrophils"
"5688","KIAA0247","Neutrophils"
"5689","LILRA2","Neutrophils"
"5690","LIMK2","Neutrophils"
"5691","LINC01002","Neutrophils"
"5692","MGAM","Neutrophils"
"5693","MOB3A","Neutrophils"
"5694","NAMPT","Neutrophils"
"5695","NCF4","Neutrophils"
"5696","PADI2","Neutrophils"
"5697","PHC2","Neutrophils"
"5698","PHF21A","Neutrophils"
"5699","PLXNC1","Neutrophils"
"5700","PREX1","Neutrophils"
"5701","RALB","Neutrophils"
"5702","RNF149","Neutrophils"
"5703","S100A8","Neutrophils"
"5704","S100A9","Neutrophils"
"5705","SLC25A37","Neutrophils"
"5706","SNORD89","Neutrophils"
"5707","SSH2","Neutrophils"
"5708","STAT3","Neutrophils"
"5709","STAT5B","Neutrophils"
"5710","THBD","Neutrophils"
"5711","TLR2","Neutrophils"
"5712","TLR4","Neutrophils"
"5713","TMEM154","Neutrophils"
"5714","TNFRSF1A","Neutrophils"
"5715","KIR2DL1","NK_cells"
"5716","KIR2DL2","NK_cells"
"5717","KIR2DL3","NK_cells"
"5718","KIR2DL4","NK_cells"
"5719","KIR2DL5A","NK_cells"
"5720","KIR2DS1","NK_cells"
"5721","KIR2DS2","NK_cells"
"5722","KIR2DS3","NK_cells"
"5723","KIR2DS5","NK_cells"
"5724","KIR3DL1","NK_cells"
"5725","KIR3DL2","NK_cells"
"5726","KIR3DL3","NK_cells"
"5727","KLRC2","NK_cells"
"5728","KLRC3","NK_cells"
"5729","KLRC4","NK_cells"
"5730","KLRD1","NK_cells"
"5731","PRF1","NK_cells"
"5732","SAMD3","NK_cells"
"5733","SH2D1B","NK_cells"
"5734","TBX21","NK_cells"
"5735","GUSBP11","Plasma_cells"
"5736","IGH","Plasma_cells"
"5737","IGHG3","Plasma_cells"
"5738","IGJ","Plasma_cells"
"5739","IGKC","Plasma_cells"
"5740","IGKV1D-13","Plasma_cells"
"5741","IGLC1","Plasma_cells"
"5742","IGLJ3","Plasma_cells"
"5743","IGLL3P","Plasma_cells"
"5744","IGLV@","Plasma_cells"
"5745","IGLV1-44","Plasma_cells"
"5746","MZB1","Plasma_cells"
"5747","TNFRSF17","Plasma_cells"
"5748","TXNDC5","Plasma_cells"
"5749","APOL1","Interferon"
"5750","APOL6","Interferon"
"5751","BATF2","Interferon"
"5752","BST2","Interferon"
"5753","C19ORF66","Interferon"
"5754","C5ORF56","Interferon"
"5755","CMPK2","Interferon"
"5756","DDX58","Interferon"
"5757","DDX60","Interferon"
"5758","DHX58","Interferon"
"5759","DTX3L","Interferon"
"5760","EPSTI1","Interferon"
"5761","FBXO6","Interferon"
"5762","GBP1","Interferon"
"5763","GBP4","Interferon"
"5764","HELZ2","Interferon"
"5765","HERC5","Interferon"
"5766","HERC6","Interferon"
"5767","HSH2D","Interferon"
"5768","IFI16","Interferon"
"5769","IFI35","Interferon"
"5770","IFI44","Interferon"
"5771","IFI44L","Interferon"
"5772","IFI6","Interferon"
"5773","IFIH1","Interferon"
"5774","IFIT1","Interferon"
"5775","IFIT2","Interferon"
"5776","IFIT3","Interferon"
"5777","IFIT5","Interferon"
"5778","IFITM1","Interferon"
"5779","IRF7","Interferon"
"5780","IRF9","Interferon"
"5781","ISG15","Interferon"
"5782","LAMP3","Interferon"
"5783","LAP3","Interferon"
"5784","MX1","Interferon"
"5785","MX2","Interferon"
"5786","OAS2","Interferon"
"5787","OAS3","Interferon"
"5788","OASL","Interferon"
"5789","PARP10","Interferon"
"5790","PARP12","Interferon"
"5791","PARP14","Interferon"
"5792","PARP9","Interferon"
"5793","PHF11","Interferon"
"5794","PML","Interferon"
"5795","PSMB9","Interferon"
"5796","RNF213","Interferon"
"5797","RSAD2","Interferon"
"5798","RTP4","Interferon"
"5799","SAMD9","Interferon"
"5800","SAMD9L","Interferon"
"5801","SHISA5","Interferon"
"5802","SIGLEC1","Interferon"
"5803","SP110","Interferon"
"5804","STAT1","Interferon"
"5805","STAT2","Interferon"
"5806","TAP1","Interferon"
"5807","TRAFD1","Interferon"
"5808","TRIM21","Interferon"
"5809","TRIM22","Interferon"
"5810","TRIM5","Interferon"
"5811","UBE2L6","Interferon"
"5812","USP18","Interferon"
"5813","XAF1","Interferon"
"5814","ZNFX1","Interferon"
"5815","ANLN","Proliferation"
"5816","ASPM","Proliferation"
"5817","AURKA","Proliferation"
"5818","AURKB","Proliferation"
"5819","BIRC5","Proliferation"
"5820","BUB1","Proliferation"
"5821","BUB1B","Proliferation"
"5822","CASC5","Proliferation"
"5823","CCNA2","Proliferation"
"5824","CCNB1","Proliferation"
"5825","CCNB2","Proliferation"
"5826","CCNE2","Proliferation"
"5827","CDC20","Proliferation"
"5828","CDC6","Proliferation"
"5829","CDCA2","Proliferation"
"5830","CDCA3","Proliferation"
"5831","CDCA5","Proliferation"
"5832","CDCA7","Proliferation"
"5833","CDCA8","Proliferation"
"5834","CDK1","Proliferation"
"5835","CDKN3","Proliferation"
"5836","CDT1","Proliferation"
"5837","CENPA","Proliferation"
"5838","CENPE","Proliferation"
"5839","CENPF","Proliferation"
"5840","CENPL","Proliferation"
"5841","CEP55","Proliferation"
"5842","CKS1B","Proliferation"
"5843","DEPDC1","Proliferation"
"5844","DEPDC1B","Proliferation"
"5845","DLGAP5","Proliferation"
"5846","DONSON","Proliferation"
"5847","DTL","Proliferation"
"5848","E2F8","Proliferation"
"5849","ECT2","Proliferation"
"5850","EZH2","Proliferation"
"5851","FAM72C","Proliferation"
"5852","FANCI","Proliferation"
"5853","FBXO5","Proliferation"
"5854","FOXM1","Proliferation"
"5855","GINS1","Proliferation"
"5856","GINS2","Proliferation"
"5857","GMNN","Proliferation"
"5858","HJURP","Proliferation"
"5859","HMGB3","Proliferation"
"5860","HMMR","Proliferation"
"5861","KIAA0101","Proliferation"
"5862","KIF11","Proliferation"
"5863","KIF14","Proliferation"
"5864","KIF15","Proliferation"
"5865","KIF18B","Proliferation"
"5866","KIF20A","Proliferation"
"5867","KIF2C","Proliferation"
"5868","KIF4A","Proliferation"
"5869","MAD2L1","Proliferation"
"5870","MCM10","Proliferation"
"5871","MCM2","Proliferation"
"5872","MCM4","Proliferation"
"5873","MCM6","Proliferation"
"5874","MELK","Proliferation"
"5875","MKI67","Proliferation"
"5876","MND1","Proliferation"
"5877","MTFR2","Proliferation"
"5878","NCAPG","Proliferation"
"5879","NCAPG2","Proliferation"
"5880","NDC80","Proliferation"
"5881","NEK2","Proliferation"
"5882","NUF2","Proliferation"
"5883","NUSAP1","Proliferation"
"5884","OIP5","Proliferation"
"5885","PARPBP","Proliferation"
"5886","PBK","Proliferation"
"5887","PCNA","Proliferation"
"5888","PLK4","Proliferation"
"5889","POLE2","Proliferation"
"5890","POLQ","Proliferation"
"5891","PTTG1","Proliferation"
"5892","RACGAP1","Proliferation"
"5893","RAD51","Proliferation"
"5894","RAD51AP1","Proliferation"
"5895","RRM1","Proliferation"
"5896","RRM2","Proliferation"
"5897","SHCBP1","Proliferation"
"5898","SKA1","Proliferation"
"5899","SMC2","Proliferation"
"5900","SPC25","Proliferation"
"5901","STIL","Proliferation"
"5902","STMN1","Proliferation"
"5903","TCF19","Proliferation"
"5904","TK1","Proliferation"
"5905","TOP2A","Proliferation"
"5906","TPX2","Proliferation"
"5907","TRIP13","Proliferation"
"5908","TTK","Proliferation"
"5909","TYMS","Proliferation"
"5910","UBE2C","Proliferation"
"5911","UHRF1","Proliferation"
"5912","ZWILCH","Proliferation"
"5913","ZWINT","Proliferation"
"5914","EEF1A1","Translation"
"5915","EEF1B2","Translation"
"5916","EEF1D","Translation"
"5917","EEF1G","Translation"
"5918","EIF3D","Translation"
"5919","EIF3E","Translation"
"5920","EIF3F","Translation"
"5921","EIF3G","Translation"
"5922","EIF3H","Translation"
"5923","EIF3K","Translation"
"5924","FAU","Translation"
"5925","GNB2L1","Translation"
"5926","NACA","Translation"
"5927","PFDN5","Translation"
"5928","RPL10","Translation"
"5929","RPL10L","Translation"
"5930","RPL11","Translation"
"5931","RPL12","Translation"
"5932","RPL13","Translation"
"5933","RPL13A","Translation"
"5934","RPL14","Translation"
"5935","RPL15","Translation"
"5936","RPL17","Translation"
"5937","RPL18","Translation"
"5938","RPL18A","Translation"
"5939","RPL19","Translation"
"5940","RPL21","Translation"
"5941","RPL22","Translation"
"5942","RPL23","Translation"
"5943","RPL23A","Translation"
"5944","RPL24","Translation"
"5945","RPL27","Translation"
"5946","RPL27A","Translation"
"5947","RPL28","Translation"
"5948","RPL29","Translation"
"5949","RPL3","Translation"
"5950","RPL30","Translation"
"5951","RPL31","Translation"
"5952","RPL32","Translation"
"5953","RPL34","Translation"
"5954","RPL35","Translation"
"5955","RPL35A","Translation"
"5956","RPL36A","Translation"
"5957","RPL37","Translation"
"5958","RPL37A","Translation"
"5959","RPL38","Translation"
"5960","RPL39","Translation"
"5961","RPL4","Translation"
"5962","RPL5","Translation"
"5963","RPL6","Translation"
"5964","RPL7","Translation"
"5965","RPL7A","Translation"
"5966","RPL8","Translation"
"5967","RPL9","Translation"
"5968","RPLP0","Translation"
"5969","RPLP2","Translation"
"5970","RPS10","Translation"
"5971","RPS11","Translation"
"5972","RPS13","Translation"
"5973","RPS14","Translation"
"5974","RPS15","Translation"
"5975","RPS15A","Translation"
"5976","RPS16","Translation"
"5977","RPS17","Translation"
"5978","RPS18","Translation"
"5979","RPS19","Translation"
"5980","RPS2","Translation"
"5981","RPS20","Translation"
"5982","RPS21","Translation"
"5983","RPS23","Translation"
"5984","RPS25","Translation"
"5985","RPS27A","Translation"
"5986","RPS28","Translation"
"5987","RPS29","Translation"
"5988","RPS3","Translation"
"5989","RPS3A","Translation"
"5990","RPS5","Translation"
"5991","RPS6","Translation"
"5992","RPS7","Translation"
"5993","RPS8","Translation"
"5994","RPS9","Translation"
"5995","RPSA","Translation"
"5996","SNHG6","Translation"
"5997","SNHG8","Translation"
"5998","SNRPD2","Translation"
"5999","UXT","Translation"
"6000","CNR1","alcohol"
"6001","OPRM1","alcohol"
"6002","OPRK1","alcohol"
"6003","OPRD1","alcohol"
"6004","POMC","alcohol"
"6005","PENK","alcohol"
"6006","PDYN","alcohol"
"6007","PENK1","alcohol"
"6008","PDYN","alcohol"
"6009","ADORA2A","alcohol"
"6010","ENT1","alcohol"
"6011","DR1","alcohol"
"6012","DR2","alcohol"
"6013","DR2","alcohol"
"6014","DR3","alcohol"
"6015","DR4","alcohol"
"6016","DAT","alcohol"
"6017","HTR1B","alcohol"
"6018","HTR3","alcohol"
"6019","HTR6","alcohol"
"6020","5HTT","alcohol"
"6021","GABRA1","alcohol"
"6022","GABRA2","alcohol"
"6023","GABRA5","alcohol"
"6024","GABRB2","alcohol"
"6025","GABRD","alcohol"
"6026","GAT1","alcohol"
"6027","SLC6A1","alcohol"
"6028","GAD","alcohol"
"6029","CRHR1","alcohol"
"6030","CRHR2","alcohol"
"6031","CRF","alcohol"
"6032","CRF","alcohol"
"6033","UCN","alcohol"
"6034","NPY","alcohol"
"6035","NPY1R","alcohol"
"6036","NPY2R","alcohol"
"6037","NPY5R","alcohol"
"6038","KCNJ6","alcohol"
"6039","PRKAR1B","alcohol"
"6040","PRKAR2B","alcohol"
"6041","PRKCE","alcohol"
"6042","PRKCG","alcohol"
"6043","FYN","alcohol"
"6044","PKGII","alcohol"
"6045","TAOK2","alcohol"
"6046","CCL2","alcohol"
"6047","CC13","alcohol"
"6048","CCR2","alcohol"
"6049","CCR5","alcohol"
"6050","AC1","alcohol"
"6051","AC5","alcohol"
"6052","AC8","alcohol"
"6053","AC7","alcohol"
"6054","CHRNA3","alcohol"
"6055","CHRNA4","alcohol"
"6056","CHRNA6","alcohol"
"6057","CHRNA7","alcohol"
"6058","CHRNB2","alcohol"
"6059","CHRNA5","alcohol"
"6060","GLURC","alcohol"
"6061","GLUR1","alcohol"
"6062","GRM4","alcohol"
"6063","GRM5","alcohol"
"6064","GRIN1","alcohol"
"6065","GRIN2A","alcohol"
"6066","HOMER2","alcohol"
"6067","PER1","alcohol"
"6068","PER2","alcohol"
"6069","EPRS8","alcohol"
"6070","SLC1A3","alcohol"
"6071","EAAT1","alcohol"
"6072","NARP","alcohol"
"6073","AGT","alcohol"
"6074","AGTR1A","alcohol"
"6075","AGTR2","alcohol"
"6076","GNAT3","alcohol"
"6077","ADIPOR2","alcohol"
"6078","AGRP","alcohol"
"6079","ALDH","alcohol"
"6080","ENPAP","alcohol"
"6081","APOE","alcohol"
"6082","AVRP1A","alcohol"
"6083","AVRP1B","alcohol"
"6084","B2M","alcohol"
"6085","ARRB2","alcohol"
"6086","BDNF","alcohol"
"6087","BDKRB2","alcohol"
"6088","COMT","alcohol"
"6089","CTSF","alcohol"
"6090","CTSS","alcohol"
"6091","CCKAR","alcohol"
"6092","CCKBR","alcohol"
"6093","CCK2R","alcohol"
"6094","CD14","alcohol"
"6095","PRKG2","alcohol"
"6096","CX36","alcohol"
"6097","CREB","alcohol"
"6098","CCND2","alcohol"
"6099","CYP2E1","alcohol"
"6100","PPP1R1B","alcohol"
"6101","EP","alcohol"
"6102","FAAH","alcohol"
"6103","FOSB","alcohol"
"6104","GNAS","alcohol"
"6105","GAL","alcohol"
"6106","GHRL","alcohol"
"6107","GDNF","alcohol"
"6108","GNAS","alcohol"
"6109","Q2222","alcohol"
"6110","HRH3","alcohol"
"6111","IL1RN","alcohol"
"6112","IL6","alcohol"
"6113","HRAS","alcohol"
"6114","LEP","alcohol"
"6115","PMCH","alcohol"
"6116","MC3R","alcohol"
"6117","MC4R","alcohol"
"6118","POLR2K","alcohol"
"6119","MAOA","alcohol"
"6120","PER2","alcohol"
"6121","NPR1","alcohol"
"6122","MME","alcohol"
"6123","TACR1","alcohol"
"6124","NTSR1","alcohol"
"6125","NTSR2","alcohol"
"6126","MME","alcohol"
"6127","NOS1","alcohol"
"6128","OPRL1","alcohol"
"6129","RAB3A","alcohol"
"6130","CACNA1B","alcohol"
"6131","ADCYAP1","alcohol"
"6132","PSD95","alcohol"
"6133","RAB3","alcohol"
"6134","TLR2","alcohol"
"6135","TGFA","alcohol"
"6136","TRPV1","alcohol"
"6137","TRPM5","alcohol"
"6138","UNC79","alcohol"
"6139","SLC18A1","alcohol"
"6140","SLC18A2","alcohol"
